toxic-rest-0	把这帮小自贤孙虫报	把这帮孝子贤孙冲爆	[(4, '孝'), (5, '子'), (8, '冲'), (9, '爆')]
toxic-rest-386	我就是想证明她们也是个不磷，不是什么体面的省木，我在想真正抵御个不磷的方式是从我做起，积极的和愚的，黑的，挫的划清界限。积极引进可爱清秀的，聪明伶俐的来升级我们的基因，要明白咱们和她们不是一个物种，千万年后咱们的后代进化成长的甜美身材匀称的天使精灵，她们的后代退化成各种怪物，到时候咱们的后代就可以玩刷怪游戏了。	我就是想证明她们也是哥布林，不是什么体面的圣母，我在想真正抵御哥布林的方式是从我做起，积极的和愚的，黑的，挫的划清界限。积极引进可爱清秀的，聪明伶俐的来升级我们的基因，要明白咱们和她们不是一个物种，千万年后咱们的后代进化成长的甜美身材匀称的天使精灵，她们的后代退化成各种怪物，到时候咱们的后代就可以玩刷怪游戏了。	[(11, '哥'), (12, '布'), (13, '林'), (22, '圣'), (23, '母'), (32, '哥'), (33, '布'), (34, '林')]
toxic-rest-387	黑人就喜欢免费的、元汁元味的叫花及。	黑人就喜欢免费的、原汁原味的叫花鸡。	[(10, '原'), (12, '原'), (17, '鸡')]
toxic-rest-388	我在办公室倒是见过一个黑人找了个中国妹子，还生了个孩子，有一天还把孩子带办公室来了。菲批肤小卷毛的小孩，那个中国妹子长得也不咋样。那个黑人在办公室还主动跟我们打招呼，没人搭理他，连回应都不给那种，览桶事们对他满眼全是鄙视。那个嫁老黑的中国妹推车里推个孩子，也没人搭理她。	我在办公室倒是见过一个黑人找了个中国妹子，还生了个孩子，有一天还把孩子带办公室来了。黑皮肤小卷毛的小孩，那个中国妹子长得也不咋样。那个黑人在办公室还主动跟我们打招呼，没人搭理他，连回应都不给那种，男同事们对他满眼全是鄙视。那个嫁老黑的中国妹推车里推个孩子，也没人搭理她。	[(43, '黑'), (44, '皮'), (99, '男'), (100, '同')]
toxic-rest-389	女的对于索要彩礼有三个阶段的借口，进攻退守1.以伺候男方父母为借口。但因为现在大部分人结婚都重新买房搬离元家庭，都不和父母住的，这个借口很快被推翻。2.以伺候男方，做家务当保姆为借口。然后现在女的会做饭的还没男的多，很多家庭要么是男方做要么是点外卖，这个借口也站不住脚。3.以怀孕期间的保障为借口。因为怀孕期间没法工作，所以以此为借口索要保障资金，该拳功甚至博得很多归男的认同，所以尚未被推翻。大家对以上三个拳法怎么看？	女的对于索要彩礼有三个阶段的借口，进攻退守1.以伺候男方父母为借口。但因为现在大部分人结婚都重新买房搬离原家庭，都不和父母住的，这个借口很快被推翻。2.以伺候男方，做家务当保姆为借口。然后现在女的会做饭的还没男的多，很多家庭要么是男方做要么是点外卖，这个借口也站不住脚。3.以怀孕期间的保障为借口。因为怀孕期间没法工作，所以以此为借口索要保障资金，该拳功甚至博得很多龟男的认同，所以尚未被推翻。大家对以上三个拳法怎么看？	[(53, '原'), (184, '龟')]
toxic-rest-390	对不起，我这个失败者和不正经的人又来给黑人添堵了。要说黑人的所谓运动天赋，这玩意你得用在特定的环境，比如运动会的一些特定项目。黑人都不能独霸运动会所有的项目，敢妄言自己运动能力超群？别忘了脑力运动也是运动。黑人的运动天赋实在是及肋，有时候还不如及肋了。	对不起，我这个失败者和不正经的人又来给黑人添堵了。要说黑人的所谓运动天赋，这玩意你得用在特定的环境，比如运动会的一些特定项目。黑人都不能独霸运动会所有的项目，敢妄言自己运动能力超群？别忘了脑力运动也是运动。黑人的运动天赋实在是鸡肋，有时候还不如鸡肋了。	[(114, '鸡'), (123, '鸡')]
toxic-rest-391	你不用难受，你喜欢的东西就不要在意别人说什么，我们宿舍也有一个同，我有时候就不由自主的说她恶性，其实我也觉得我错了，毕竟这是别人的事，我这么说会伤别人心，以后会尽力改的，我觉得双方都没有做错，只是角度不一样而已	你不用难受，你喜欢的东西就不要在意别人说什么，我们宿舍也有一个同，我有时候就不由自主的说她恶心，其实我也觉得我错了，毕竟这是别人的事，我这么说会伤别人心，以后会尽力改的，我觉得双方都没有做错，只是角度不一样而已	[(47, '心')]
toxic-rest-392	铝圈自我安慰的话术罢了	女拳自我安慰的话术罢了	[(1, '女'), (2, '拳')]
toxic-rest-393	3.同性恋人士常要求社会必须保护他们作为“性少数的权益”，却很少谈自己的义务。比如艾滋病感染率高出异性恋几十倍等，是否应该谈一谈自己在这方面的防治义务？---染病首先受害者是自己，而你在这里说自己不尽义务？难通感染率虽然高，但总感染数异性任然超过7成，这可以的出异性恋也不尽义务的结论不？而且全国所有的LGBT组织都把这事放在第一位！公平化和正面教育正是减少感染的有效手段。欧美已证明。	3.同性恋人士常要求社会必须保护他们作为“性少数的权益”，却很少谈自己的义务。比如艾滋病感染率高出异性恋几十倍等，是否应该谈一谈自己在这方面的防治义务？---染病首先受害者是自己，而你在这里说自己不尽义务？男同感染率虽然高，但总感染数异性任然超过7成，这可以的出异性恋也不尽义务的结论不？而且全国所有的LGBT组织都把这事放在第一位！公平化和正面教育正是减少感染的有效手段。欧美已证明。	[(104, '男'), (105, '同')]
toxic-rest-394	巴不得巴不得你们男的都去找机器人，不要碰女的我看到你们就恶性！	巴不得巴不得你们男的都去找机器人，不要碰女的我看到你们就恶心！	[(30, '心')]
toxic-rest-395	日本女人才没呗	日本女人才媚白	[(6, '媚'), (7, '白')]
toxic-rest-396	控制扇费不应该是片区警察这种终端承担全部责任，而是从引进的源头做起。以前引进个外教还要检测艾滋，现在好像是啥都不需要了。	控制三非不应该是片区警察这种终端承担全部责任，而是从引进的源头做起。以前引进个外教还要检测艾滋，现在好像是啥都不需要了。	[(3, '三'), (4, '非')]
toxic-rest-397	直男有几个掰弯的不过是摔锅罢了反倒是直女的很容易磨癖之后拍拍屁股找直男继续吸血	直男有几个掰弯的不过是摔锅罢了反倒是直女的很容易磨批之后拍拍屁股找直男继续吸血	[(26, '批')]
toxic-rest-398	十月怀胎，费笑之呱呱坠地，你沉浸在做母亲的幸福里，却发现，小孩子们都不愿意跟费笑之玩，费笑之学习东西很费劲，考试总是最后一名，也没有朋友，所以这时候学校就及时出了规定，每个费笑之要配上2个以上的女学生做“学伴”以避免这费笑之寂寞。当然，这些女学生得找无权无势的，另外，假如她们不小心怀孕了，学校还给加学分，保研😆	十月怀胎，黑小子呱呱坠地，你沉浸在做母亲的幸福里，却发现，小孩子们都不愿意跟黑小子玩，黑小子学习东西很费劲，考试总是最后一名，也没有朋友，所以这时候学校就及时出了规定，每个黑小子要配上2个以上的女学生做“学伴”以避免这黑小子寂寞。当然，这些女学生得找无权无势的，另外，假如她们不小心怀孕了，学校还给加学分，保研😆	[(6, '黑'), (7, '小'), (8, '子'), (39, '黑'), (40, '小'), (41, '子'), (44, '黑'), (45, '小'), (46, '子'), (87, '黑'), (88, '小'), (89, '子'), (110, '黑'), (111, '小'), (112, '子')]
toxic-rest-399	那些杀乱劣信女别理它们	那些傻卵劣信女别理它们	[(3, '傻'), (4, '卵')]
toxic-rest-400	看看现实中结婚率血崩，离婚率飞天不就知道了追跑有什么用？	看看现实中结婚率血崩，离婚率飞天不就知道了嘴炮有什么用？	[(22, '嘴'), (23, '炮')]
toxic-rest-401	便台男太恶新了	变态男太恶心了	[(1, '变'), (2, '态'), (6, '心')]
toxic-rest-402	即老依然那么怂，昨天被麻了一整天，因为词汇量不及格，所以只能用禁言这招了	基佬依然那么怂，昨天被麻了一整天，因为词汇量不及格，所以只能用禁言这招了	[(1, '基'), (2, '佬')]
toxic-rest-403	猩球崛起，黑新型会成为世界的统治者	猩球崛起，黑猩猩会成为世界的统治者	[(7, '猩'), (8, '猩')]
toxic-rest-404	这个人其实也未必就一定是成都人。只能说明当时他就在成都。不过他绝对当的起一句“购日的”。行了，送朕进笑嗨屋吧🐶	这个人其实也未必就一定是成都人。只能说明当时他就在成都。不过他绝对当的起一句“狗日的”。行了，送朕进小黑屋吧🐶	[(40, '狗'), (51, '小'), (52, '黑')]
toxic-rest-405	对，这是正确的，不蜱评她们的对错，但是也不要回来祸害我们中国男人，别用那张ex的嘴脸来说中国男人的不是	对，这是正确的，不批评她们的对错，但是也不要回来祸害我们中国男人，别用那张ex的嘴脸来说中国男人的不是	[(10, '批')]
toxic-rest-406	小先女不是说中国男人配不上中国女人吗？男人只好找外国女人了，合情合理	小仙女不是说中国男人配不上中国女人吗？男人只好找外国女人了，合情合理	[(2, '仙')]
toxic-rest-407	就像你说的你因为副癌对txl略感不适，因为了解不全所以才对txl抱有厌恶感不是吗？	就像你说的你因为腐癌对txl略感不适，因为了解不全所以才对txl抱有厌恶感不是吗？	[(9, '腐')]
toxic-rest-408	那你歧视和嗨绿交往过的男人吗？	那你歧视和黑女交往过的男人吗？	[(6, '黑'), (7, '女')]
toxic-rest-409	天沟逻辑是硬伤	舔狗逻辑是硬伤	[(1, '舔'), (2, '狗')]
toxic-rest-410	谈可女震怒	坦克女震怒	[(1, '坦'), (2, '克')]
toxic-rest-411	本来我的回复只针对层主我不知道你无缘无故来插一脚干嘛？只准层主地域黑，不准别人反击是吗？何况我的回复跟层主的回复比起来简直就是小巫见打大巫了好吧。层主讲述他们北方那边有根深蒂固的地域歧视，只要见到南方人尤其是讲粤语跟闽南语的，就会叫他们忙自？认真的吗？现在中国最发达的就是讲粤语的香港跟讲闽南话的台湾了，说这话未免太自大太无知了。还说是由于现在南方发展好经济上来了，北方才没有歧视南方。哈？一边说自己是古代的文化中心，一边却什么都用钱衡量，也太好笑了吧。北方叫南方忙自，南方叫北方什么了？南方对北方有过什么歧视性称呼吗？北方一天天在网上说被南方黑，殊不知最喜欢搞地域黑的是他们自己	本来我的回复只针对层主我不知道你无缘无故来插一脚干嘛？只准层主地域黑，不准别人反击是吗？何况我的回复跟层主的回复比起来简直就是小巫见打大巫了好吧。层主讲述他们北方那边有根深蒂固的地域歧视，只要见到南方人尤其是讲粤语跟闽南语的，就会叫他们蛮子？认真的吗？现在中国最发达的就是讲粤语的香港跟讲闽南话的台湾了，说这话未免太自大太无知了。还说是由于现在南方发展好经济上来了，北方才没有歧视南方。哈？一边说自己是古代的文化中心，一边却什么都用钱衡量，也太好笑了吧。北方叫南方蛮子，南方叫北方什么了？南方对北方有过什么歧视性称呼吗？北方一天天在网上说被南方黑，殊不知最喜欢搞地域黑的是他们自己	[(119, '蛮'), (120, '子'), (233, '蛮'), (234, '子')]
toxic-rest-412	现在也没有少骂啊 都荷兰盆至 恶意地域攻击	现在也没有少骂啊 都荷兰喷子 恶意地域攻击	[(13, '喷'), (14, '子')]
toxic-rest-413	再即把删帖子就给驻驻来一针吧，当着他男朋友的面。	再寄吧删帖子就给猪猪来一针吧，当着他男朋友的面。	[(2, '寄'), (3, '吧'), (9, '猪'), (10, '猪')]
toxic-rest-414	等等，我先声明一下:我提倡人人平等，反对种族歧视。但是我拒绝开了起计划，以及将某些人捧上神坛	等等，我先声明一下:我提倡人人平等，反对种族歧视。但是我拒绝凯乐奇计划，以及将某些人捧上神坛	[(31, '凯'), (32, '乐'), (33, '奇')]
toxic-rest-415	谁会觉得非洲黑人高人一等？中国女孩找非洲黑人做男朋友的元因不用分析，都是成年人难道她们不知道非洲人艾滋病携带者比例有多高？难道她们不知道非洲男朋友找她们只是为了排解寂寞？难道她们不知道即使跟她们结婚是为了拿居住权？她们很清楚。看看那些找非洲男朋友的女孩有几个是被中国男孩看上眼的，人家也有情感和生理上的需求好吗。至于那些所谓被骗p，染病，单亲女孩来说，大家看到几个来控诉的？没违法没道德败坏的何来皮判之说。别拿黑人前男友感冉艾滋病又传染给中国丈夫和孩子的例子说事儿，那种愚纯的男女还是很少的。欧洲有些国家的女性倒是不鸟这些黑人和中东移民、难民结果这些国家被qj的女性直线上升。弄得当地ZF各种宣传教他们怎么跟当地女孩发生性关系。说到中国女孩找非洲男朋友为其他女同胞挡了多少伤害。所以皮判是不存在的最好防护措施就好了。	谁会觉得非洲黑人高人一等？中国女孩找非洲黑人做男朋友的原因不用分析，都是成年人难道她们不知道非洲人艾滋病携带者比例有多高？难道她们不知道非洲男朋友找她们只是为了排解寂寞？难道她们不知道即使跟她们结婚是为了拿居住权？她们很清楚。看看那些找非洲男朋友的女孩有几个是被中国男孩看上眼的，人家也有情感和生理上的需求好吗。至于那些所谓被骗p，染病，单亲女孩来说，大家看到几个来控诉的？没违法没道德败坏的何来批判之说。别拿黑人前男友感染艾滋病又传染给中国丈夫和孩子的例子说事儿，那种愚蠢的男女还是很少的。欧洲有些国家的女性倒是不鸟这些黑人和中东移民、难民结果这些国家被qj的女性直线上升。弄得当地ZF各种宣传教他们怎么跟当地女孩发生性关系。说到中国女孩找非洲男朋友为其他女同胞挡了多少伤害。所以批判是不存在的最好防护措施就好了。	[(28, '原'), (199, '批'), (212, '染'), (237, '蠢'), (342, '批')]
