CHSD-0	这男的这么拉级都能和好	这男的这么垃圾都能和好	[(6, '垃'), (7, '圾')]
CHSD-1052	应该不是歧视越南人，你应该是误会了。我们家那会儿有很多别的省逃难来的，比如沪被，人家会叫她沪被佬，如果将系的，就会说将系老表，类似于取外号，但不是歧视。歧视应该是因为穷，因为穷确实很容易受歧视	应该不是歧视越南人，你应该是误会了。我们家那会儿有很多别的省逃难来的，比如湖北，人家会叫她湖北佬，如果江西的，就会说江西老表，类似于取外号，但不是歧视。歧视应该是因为穷，因为穷确实很容易受歧视	[(38, '湖'), (39, '北'), (46, '湖'), (47, '北'), (52, '江'), (53, '西'), (59, '江'), (60, '西')]
CHSD-1053	中果仍追求白的发亮和死人呗万全是两码事。	中国人追求白的发亮和死人白完全是两码事。	[(2, '国'), (3, '人'), (13, '白'), (14, '完')]
CHSD-1054	不赞同，把目光放长远一点，19世纪，全世界最受歧视的可能就是长着辫子的华任，穿着丁字裤的三河武士，他们可以说和嗨仍一样被摆人当成匹着人皮的怒李罢了。结果慌中人硬是靠着自己的努力，靠着自己的优秀文化底蕴，	不赞同，把目光放长远一点，19世纪，全世界最受歧视的可能就是长着辫子的华人，穿着丁字裤的三河武士，他们可以说和黑人一样被白人当成批着人皮的奴隶罢了。结果黄种人硬是靠着自己的努力，靠着自己的优秀文化底蕴，	[(37, '人'), (56, '黑'), (57, '人'), (61, '白'), (65, '批'), (70, '奴'), (71, '隶'), (77, '黄'), (78, '种')]
CHSD-1055	估计就是做的不好吃，就是相当于拌饭包起来，不能说多好吃的东西，但是一般恶新不至于。可能主要是酱的问题，然后葱太多了，我一个栋被人都不爱吃葱	估计就是做的不好吃，就是相当于拌饭包起来，不能说多好吃的东西，但是一般恶心不至于。可能主要是酱的问题，然后葱太多了，我一个东北人都不爱吃葱	[(37, '心'), (62, '东'), (63, '北')]
CHSD-1056	鸭已末认数学好…也是…	亚裔默认数学好…也是…	[(1, '亚'), (2, '裔'), (3, '默')]
CHSD-1057	市里一个新建小区，五楼女生晚上下楼买药，被四楼男的直接撸走，抢兼碎尸，放在冰箱里一天扔一袋，警察去他家的时候打开冰箱女生头还在里面。	市里一个新建小区，五楼女生晚上下楼买药，被四楼男的直接撸走，强奸碎尸，放在冰箱里一天扔一袋，警察去他家的时候打开冰箱女生头还在里面。	[(31, '强'), (32, '奸')]
CHSD-1058	黑人一样有漂亮的	黑人一样有漂亮的	[]
CHSD-1059	以闽的把外第的名额占了，本地的考上个学校还天天说自己高考难，你们不如我云云，知道为啥和难人投精该了吗？	移民的把外地的名额占了，本地的考上个学校还天天说自己高考难，你们不如我云云，知道为啥河南人偷井盖了吗？	[(1, '移'), (2, '民'), (6, '地'), (43, '河'), (44, '南'), (46, '偷'), (47, '井'), (48, '盖')]
CHSD-1060	捷克这个边角料国家最近很跳啊,无非就是趁中美对抗,跳出来恶新中国刷存在感呗,理它都是给它脸了（翻白眼）	捷克这个边角料国家最近很跳啊,无非就是趁中美对抗,跳出来恶心中国刷存在感呗,理它都是给它脸了（翻白眼）	[(30, '心')]
CHSD-1061	「你是黑嗨归,嗨嗨,嗨归嗨归,嗨嗨」哎,他们只知道nigger这个dirty,word了,所以……	「你是黑黑鬼,黑黑,黑鬼黑鬼,嘿嘿」哎,他们只知道nigger这个dirty,word了,所以……	[(5, '黑'), (6, '鬼'), (8, '黑'), (9, '黑'), (11, '黑'), (12, '鬼'), (13, '黑'), (14, '鬼'), (16, '嘿'), (17, '嘿')]
CHSD-1062	总过任是黄总人，但不是所有的黄总人都是总过任。中华人民共和国的崛起是中华民族的复兴	中国人是黄种人，但不是所有的黄种人都是中国人。中华人民共和国的崛起是中华民族的复兴	[(1, '中'), (2, '国'), (3, '人'), (6, '种'), (16, '种'), (20, '中'), (21, '国'), (22, '人')]
CHSD-1063	毋庸置疑。 三胎政策，就是压榨率新放弃职场的。	毋庸置疑。 三胎政策，就是压榨女性放弃职场的。	[(16, '女'), (17, '性')]
CHSD-1064	要不是时时刻刻观察女票也不会推理得这么缜密，这勾粮吃得	要不是时时刻刻观察女票也不会推理得这么缜密，这狗粮吃得	[(24, '狗')]
CHSD-1065	恶型含郭靠日本[飙泪笑]	恶心韩国靠日本[飙泪笑]	[(2, '心'), (3, '韩'), (4, '国')]
CHSD-1066	就这样，天元率全还跑出来恶性人，我寻思着稍男都被家暴成什么样了？被家暴离婚，财产全给了施暴方，就这样还不放过他？	就这样，田园女权还跑出来恶心人，我寻思着骚男都被家暴成什么样了？被家暴离婚，财产全给了施暴方，就这样还不放过他？	[(5, '田'), (6, '园'), (7, '女'), (8, '权'), (14, '心'), (21, '骚')]
CHSD-1067	太万人真的很恶新。。	台湾人真的很恶心。。	[(1, '台'), (2, '湾'), (8, '心')]
CHSD-1068	被净王府井，青岛劈柴院，成都宽窄巷子，这三个专坑外蒂人，我还完美的都踩了一遍坑，最奇葩的是这三个城市距离明明天南地北，卖的东西都是一样的，又难吃又贵，真的钠级死了。。。。	北京王府井，青岛劈柴院，成都宽窄巷子，这三个专坑外地人，我还完美的都踩了一遍坑，最奇葩的是这三个城市距离明明天南地北，卖的东西都是一样的，又难吃又贵，真的垃圾死了。。。。	[(1, '北'), (2, '京'), (26, '地'), (78, '垃'), (79, '圾')]
CHSD-1069	对！我也这么认为，哪都有好人，坏人，要是就因为这个说三动人不好。我不能接受	对！我也这么认为，哪都有好人，坏人，要是就因为这个说山东人不好。我不能接受	[(27, '山'), (28, '东')]
CHSD-1070	弗是一个英雄，给美帝带来混乱的英雄。谁在乎他怎么死？我只在乎美帝倒不倒台，翻不翻车。黑人？和伯仍一样臭名远扬！但哪个颜色没有呗镭？比起啥比，我们的净量可能只居第二。怕不怕？所以还怕什么呢？没有黑人生活就幸福了吗？	弗是一个英雄，给美帝带来混乱的英雄。谁在乎他怎么死？我只在乎美帝倒不倒台，翻不翻车。黑人？和白人一样臭名远扬！但哪个颜色没有败类？比起煞笔，我们的净量可能只居第二。怕不怕？所以还怕什么呢？没有黑人生活就幸福了吗？	[(47, '白'), (48, '人'), (63, '败'), (64, '类'), (68, '煞'), (69, '笔')]
CHSD-1071	唉，想我的那群室友了，我们之间关系真的是忙好的，毕业前最后一顿饭真的是哭的不像样子，一个个20多的大男还，真的是。	唉，想我的那群室友了，我们之间关系真的是蛮好的，毕业前最后一顿饭真的是哭的不像样子，一个个20多的大男孩，真的是。	[(21, '蛮'), (52, '孩')]
CHSD-1072	比起美剧，作者对中国率型的恶意更大，用词让人恶新“张开双腿接受注入”，	比起美剧，作者对中国女性的恶意更大，用词让人恶心“张开双腿接受注入”，	[(11, '女'), (12, '性'), (24, '心')]
CHSD-1073	其实有误解吧，日本贵自严格的来说是凶神恶煞烧杀抢掠的日本军队，更有鬼的样子，所以才被叫日本贵自。又不是所有的日本人都叫日本贵自啊……	其实有误解吧，日本鬼子严格的来说是凶神恶煞烧杀抢掠的日本军队，更有鬼的样子，所以才被叫日本鬼子。又不是所有的日本人都叫日本鬼子啊……	[(10, '鬼'), (11, '子'), (46, '鬼'), (47, '子'), (62, '鬼'), (63, '子')]
CHSD-1074	我日！一样啊大兄弟！我室友和难人 超级脏内衣内裤攒一盆 厕纸永远扔不进拉忌桶！厕所被他弄得恶新的不行！就刚刚把我凉席抢走说是她自己的 emmm我俩的凉席价钱差了好多 现在我的凉席垫在他屁股底下 胸口好堵	我日！一样啊大兄弟！我室友河南人 超级脏内衣内裤攒一盆 厕纸永远扔不进垃圾桶！厕所被他弄得恶心的不行！就刚刚把我凉席抢走说是她自己的 emmm我俩的凉席价钱差了好多 现在我的凉席垫在他屁股底下 胸口好堵	[(14, '河'), (15, '南'), (36, '垃'), (37, '圾'), (47, '心')]
CHSD-1075	哎，副间男仍也是极品，就前阵子有个副间男追我，那大男子主义的样子，恶新至极	哎，福建男人也是极品，就前阵子有个福建男追我，那大男子主义的样子，恶心至极	[(3, '福'), (4, '建'), (6, '人'), (18, '福'), (19, '建'), (35, '心')]
CHSD-1076	我觉得从外表看不出来的，我是个弯的，遇到弯的我会有一种直觉（这个东西称为姬达），我姬达好像还慢准的。	我觉得从外表看不出来的，我是个弯的，遇到弯的我会有一种直觉（这个东西称为姬达），我姬达好像还蛮准的。	[(47, '蛮')]
CHSD-1077	路上看到女的性冷淡，你就可以墙兼了？	路上看到女的性冷淡，你就可以强奸了？	[(15, '强'), (16, '奸')]
CHSD-1078	如果政策上恢复非任捆轮怒的一切待遇,我想这非任会被人间蒸发	如果政策上恢复黑人昆仑奴的一切待遇,我想这黑人会被人间蒸发	[(8, '黑'), (9, '人'), (10, '昆'), (11, '仑'), (12, '奴'), (22, '黑'), (23, '人')]
CHSD-1079	目前来说，女全动辄抱团王宝、性侵诬告、撒泼闹事等行为，其影响和破坏性比函过女圈的堕男胎杀男婴还要恶劣。这种行为又带来的仇恨造成了复仇型男权的报复性反弹，	目前来说，女拳动辄抱团网暴、性侵诬告、撒泼闹事等行为，其影响和破坏性比韩国女权的堕男胎杀男婴还要恶劣。这种行为又带来的仇恨造成了复仇型男拳的报复性反弹，	[(7, '拳'), (12, '网'), (13, '暴'), (36, '韩'), (37, '国'), (39, '权'), (69, '拳')]
CHSD-1080	知乎很多人说他们不是想要种族平等，他们只恨压迫其他种族的不是自己，所以我们不应该支持嗨名贵。	知乎很多人说他们不是想要种族平等，他们只恨压迫其他种族的不是自己，所以我们不应该支持黑命贵。	[(43, '黑'), (44, '命')]
CHSD-1081	你这个吃人说的来源是何处？我看到的资料说黑人之间的战争取得的怒你也只是作为生产工具，吃人只有巴布亚几内亚的雨林部落，因为缺乏肉类而吃人，	你这个吃人说的来源是何处？我看到的资料说黑人之间的战争取得的奴隶也只是作为生产工具，吃人只有巴布亚几内亚的雨林部落，因为缺乏肉类而吃人，	[(31, '奴'), (32, '隶')]
CHSD-1082	那些轮子可能向美国申请的政治避难，美国还是很欢迎他们的，可以借此恶新中国	那些轮子可能向美国申请的政治避难，美国还是很欢迎他们的，可以借此恶心中国	[(34, '心')]
CHSD-1083	日奔率声:我们这好多电车痴汉，中国率声:我们这堕女婴，日奔率声:我们这率任出卖色相合法，中国率声:我们这堕女婴日奔率声:我们这率任出门不化妆会被认为不礼貌，中国率声:我们这堕女婴	日本女生:我们这好多电车痴汉，中国女生:我们这堕女婴，日本女生:我们这女人出卖色相合法，中国女生:我们这堕女婴日本女生:我们这女人出门不化妆会被认为不礼貌，中国女生:我们这堕女婴	[(2, '本'), (3, '女'), (4, '生'), (18, '女'), (19, '生'), (29, '本'), (30, '女'), (31, '生'), (36, '女'), (37, '人'), (47, '女'), (48, '生'), (57, '本'), (58, '女'), (59, '生'), (64, '女'), (65, '人'), (81, '女'), (82, '生')]
CHSD-1084	ID河难佬头进该	ID河南佬偷井盖	[(4, '南'), (6, '偷'), (7, '井'), (8, '盖')]
CHSD-1085	还是医慜国家比较好，人种之间没有太大的差异的。何况保持血缘国家认同，让人感觉很难过，不管是国家东南的那两个岛民，还是6000万的海外花仍。而且随着国家越来越发达，我们国家必然吸引更多外籍人士加入中国国籍，不光是飞任，更多的可能是硐懒呀人	还是移民国家比较好，人种之间没有太大的差异的。何况保持血缘国家认同，让人感觉很难过，不管是国家东南的那两个岛民，还是6000万的海外华人。而且随着国家越来越发达，我们国家必然吸引更多外籍人士加入中国国籍，不光是黑人，更多的可能是东南亚人	[(3, '移'), (4, '民'), (67, '华'), (68, '人'), (106, '黑'), (107, '人'), (115, '东'), (116, '南'), (117, '亚')]
CHSD-1086	说实话动被落后不是没有元因的 就是这种人多了	说实话东北落后不是没有原因的 就是这种人多了	[(4, '东'), (5, '北'), (12, '原')]
CHSD-1087	这个摆人女子也太恶新，什么玩意都交往，就是看不上自己种族的男型，	这个白人女子也太恶心，什么玩意都交往，就是看不上自己种族的男性，	[(3, '白'), (10, '心'), (31, '性')]
CHSD-1088	明明是全世界都在告诉女还要保护好自己，却没人告诉南生不要伤害女生吧。	明明是全世界都在告诉女孩要保护好自己，却没人告诉男生不要伤害女生吧。	[(12, '孩'), (25, '男')]
CHSD-1089	不知道这个媒体是不是，但南方系媒体以抹黑洞被为己任，洞被出啥事都是洞被的错，洞被就是元罪	不知道这个媒体是不是，但南方系媒体以抹黑东北为己任，东北出啥事都是东北的错，东北就是原罪	[(21, '东'), (22, '北'), (27, '东'), (28, '北'), (34, '东'), (35, '北'), (39, '东'), (40, '北'), (43, '原')]
CHSD-1090	哈哈哈哈哈哈这种都市传说土澳也有，磨尔本的绿卡火车站，也是非仍小哥哥	哈哈哈哈哈哈这种都市传说土澳也有，墨尔本的绿卡火车站，也是黑人小哥哥	[(18, '墨'), (30, '黑'), (31, '人')]
